City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,villa gesell,-37.2639,-56.973,10.93,58,6,5.1,AR,1697128698
368,camana,-16.6228,-72.7111,20.37,74,76,4.33,PE,1697128698
369,taltal,-25.4,-70.4833,19.17,65,42,2.97,CL,1697128699
370,tual,-5.6667,132.75,26.92,84,63,7.0,ID,1697128699
371,nieuw amsterdam,5.8833,-55.0833,36.19,46,40,4.12,SR,1697128699
372,bechar,31.6167,-2.2167,28.18,23,20,4.12,DZ,1697128700
373,coxim,-18.5067,-54.76,34.59,36,77,6.94,BR,1697128700
374,griffith,41.5284,-87.4237,15.05,93,100,4.12,US,1697128700
375,san antonio de pale,-1.4014,5.6325,25.48,83,33,5.6,GQ,1697128700
376,katsuura,35.1333,140.3,19.1,63,16,4.27,JP,1697128701
377,saluzzo,44.6464,7.4862,23.89,56,10,1.03,IT,1697128701
378,mount gambier,-37.8333,140.7667,11.81,70,99,4.78,AU,1697128701
379,fale old settlement,-9.3852,-171.2468,28.45,79,10,7.29,TK,1697128701
380,kuanda,56.3161,116.0806,6.44,70,98,0.86,RU,1697128702
381,vorkuta,67.5,64.0,-0.61,72,9,5.01,RU,1697128702
382,ketchikan,55.3422,-131.6461,13.99,82,100,5.14,US,1697128702
383,vorgashor,67.5833,63.95,-0.89,73,9,5.38,RU,1697128703
384,jalalaqsi,3.3766,45.5996,27.21,70,70,7.13,SO,1697128703
385,santana,-0.0583,-51.1817,34.1,52,40,5.14,BR,1697128703
386,copala,16.65,-98.9833,28.6,67,25,1.86,MX,1697128704
387,alice springs,-23.7,133.8833,17.75,32,0,3.6,AU,1697128704
388,saint-francois,46.4154,3.9054,24.69,53,0,1.03,FR,1697128704
389,alpine,32.835,-116.7664,19.82,76,0,0.0,US,1697128704
390,haci zeynalabdin,40.6233,49.5586,11.08,51,13,3.76,AZ,1697128705
391,mezhdurechenskiy,59.6,65.9333,3.5,89,100,2.68,RU,1697128705
392,al kharj,24.155,47.3346,34.32,10,0,3.62,SA,1697128705
393,chibougamau,49.9168,-74.3659,8.79,81,100,2.06,CA,1697128706
394,pajok,3.8651,32.4821,21.98,82,95,1.68,SS,1697128706
395,brookings,44.3114,-96.7984,7.88,93,100,8.23,US,1697128706
396,harstad,68.799,16.5293,1.56,83,100,4.02,NO,1697128707
397,maluso,6.543,121.8753,26.84,82,49,1.9,PH,1697128707
398,art khwajah,37.0857,69.4796,22.57,28,78,3.5,AF,1697128707
399,karratha,-20.7377,116.8463,26.85,53,2,4.18,AU,1697128708
400,itambacuri,-18.0311,-41.685,35.86,24,11,2.9,BR,1697128708
401,stettler,52.3168,-112.7186,8.86,81,88,3.09,CA,1697128708
402,ikang,4.7898,8.5316,30.41,83,94,2.16,NG,1697128708
403,hekimhan,38.818,37.9312,11.29,38,0,0.99,TR,1697128709
404,nadym,65.5333,72.5167,0.13,82,43,3.08,RU,1697128709
405,kaman,27.65,77.2667,28.03,24,0,1.44,IN,1697128709
406,aasiaat,68.7098,-52.8699,-7.62,76,66,5.54,GL,1697128710
407,san clemente del tuyu,-36.3569,-56.7235,12.77,58,51,3.96,AR,1697128710
408,manokwari,-0.8667,134.0833,25.7,82,13,1.69,ID,1697128710
409,trincomalee,8.5711,81.2335,25.99,86,100,5.33,LK,1697128710
410,myski,53.709,87.8014,8.91,87,100,1.53,RU,1697128711
411,amahai,-3.3333,128.9167,25.11,90,87,1.12,ID,1697128711
412,bumba,2.1833,22.4667,24.26,81,71,1.36,CD,1697128711
413,bani walid,31.7566,13.9942,25.43,33,0,3.61,LY,1697128711
414,cabo san lucas,22.8909,-109.9124,29.78,61,0,8.23,MX,1697128712
415,tralee,52.2704,-9.7026,13.14,94,100,2.57,IE,1697128712
416,gusinje,42.5638,19.8333,13.91,71,0,0.75,ME,1697128712
417,minas de marcona,-15.2119,-75.1103,19.26,59,86,5.94,PE,1697128712
418,rabo de peixe,37.8,-25.5833,21.73,78,20,7.2,PT,1697128713
419,kearney,40.6995,-99.0815,18.31,94,100,7.2,US,1697128713
420,la passe,45.5549,-0.8967,28.13,54,90,2.23,FR,1697128713
421,tete,-16.1564,33.5867,38.05,20,20,3.09,MZ,1697128713
422,mitu,1.1983,-70.1733,33.28,44,86,1.59,CO,1697128714
423,zhalantun,48.0,122.7167,10.13,53,0,2.02,CN,1697128714
424,mikun',62.3547,50.0771,3.22,100,100,3.8,RU,1697128714
425,el rosario,24.2556,-107.1828,30.03,60,0,6.36,MX,1697128714
426,namdrik,5.5994,168.1028,28.41,74,87,2.78,MH,1697128715
427,port-vila,-17.7338,168.3219,21.78,94,75,1.54,VU,1697128715
428,mukalla,14.5425,49.1242,27.84,73,12,3.23,YE,1697128715
429,purranque,-40.9167,-73.1667,11.63,48,36,2.9,CL,1697128715
430,reggane,26.7158,0.1714,33.86,14,7,2.94,DZ,1697128716
431,tazovsky,67.4667,78.7,0.67,97,100,1.99,RU,1697128716
432,cauquenes,-35.9671,-72.3225,18.35,43,0,4.14,CL,1697128716
433,metropolis,37.1512,-88.732,23.43,59,0,1.54,US,1697128717
434,kununurra,-15.7667,128.7333,25.99,65,81,0.0,AU,1697128570
435,sao tome,0.3365,6.7273,28.02,78,75,2.57,ST,1697128717
436,cururupu,-1.8283,-44.8683,31.84,50,52,3.71,BR,1697128489
437,roma,43.2128,-75.4557,16.09,73,100,0.0,US,1697128488
438,anloga,5.7947,0.8973,25.46,80,100,3.65,GH,1697128718
439,zapala,-38.8992,-70.0544,14.74,23,0,2.4,AR,1697128718
440,mochudi,-24.4167,26.15,29.33,20,100,4.65,BW,1697128718
441,moree,-29.4667,149.85,15.19,51,9,6.51,AU,1697128718
442,jingdezhen,29.2947,117.2079,18.74,81,99,1.33,CN,1697128719
443,chonchi,-42.6128,-73.8092,11.56,57,89,1.65,CL,1697128719
444,susuman,62.7833,148.1667,-12.23,77,100,0.89,RU,1697128719
445,amga,60.8953,131.9608,2.21,97,100,0.89,RU,1697128719
446,qalat,32.1058,66.9083,20.74,17,9,3.01,AF,1697128720
447,shadrinsk,56.0852,63.6335,4.83,66,100,5.17,RU,1697128720
448,kalmunai,7.4167,81.8167,25.6,87,100,0.55,LK,1697128720
449,asau,46.4333,26.4,16.51,61,21,2.99,RO,1697128721
450,sechura,-5.5569,-80.8222,26.98,56,87,4.3,PE,1697128721
451,lae,-6.7221,146.9847,24.3,85,77,2.46,PG,1697128721
452,nova sintra,14.8667,-24.7167,24.74,74,58,1.94,CV,1697128721
453,weiser,44.251,-116.9693,11.47,76,7,0.45,US,1697128722
454,ta`u,-14.2336,-169.5144,27.04,80,31,6.9,AS,1697128722
455,great falls,47.5002,-111.3008,8.25,98,100,4.63,US,1697128722
456,dwarka,22.2394,68.9678,27.58,71,0,3.96,IN,1697128723
457,singkawang,0.9,109.0,25.48,90,100,1.31,ID,1697128723
458,kirkwall,58.9848,-2.9587,10.03,81,75,4.12,GB,1697128723
459,yako,12.9667,-2.2667,25.03,81,65,6.91,BF,1697128724
460,posto fiscal rolim de moura,-13.0833,-62.2667,38.65,27,98,1.5,BR,1697128724
461,batticaloa,7.7102,81.6924,26.25,83,100,2.25,LK,1697128724
462,yeppoon,-23.1333,150.7333,15.88,78,0,2.94,AU,1697128724
463,port moresby,-9.4431,147.1797,23.15,96,100,1.13,PG,1697128725
464,butte,39.6499,-121.5677,18.88,50,0,1.6,US,1697128725
465,gubkinskiy,64.434,76.5026,1.37,99,100,3.83,RU,1697128725
466,pangody,65.85,74.4859,-0.3,87,90,2.17,RU,1697128726
467,udachny,66.4167,112.4,-6.97,85,33,4.92,RU,1697128726
468,thetford-mines,46.0937,-71.3054,9.06,95,100,2.3,CA,1697128548
469,sinabang,2.4803,96.3801,25.7,86,96,1.25,ID,1697128726
470,fortaleza,-3.7227,-38.5247,31.07,58,20,9.26,BR,1697128727
471,zanesville,39.9404,-82.0132,21.59,53,20,1.54,US,1697128727
472,villa rica,33.7321,-84.9191,18.66,87,100,2.24,US,1697128727
473,ain sefra,32.75,-0.5833,22.9,22,1,5.04,DZ,1697128727
474,sabang,5.8933,95.3214,27.74,77,39,4.56,ID,1697128728
475,sparti,37.0733,22.4297,21.64,72,3,0.6,GR,1697128728
476,velizh,55.6056,31.1967,10.12,79,71,6.09,RU,1697128728
477,island harbour,50.724,-1.2758,18.04,93,100,1.79,GB,1697128728
478,gadani,25.1185,66.7299,28.12,78,8,4.25,PK,1697128729
479,valparaiso,-33.0393,-71.6273,24.13,37,0,7.72,CL,1697128499
480,kodinsk,58.6881,99.1844,5.24,78,100,2.41,RU,1697128729
481,pitkyaranta,61.5734,31.4792,9.73,73,66,11.57,RU,1697128729
482,maceio,-9.6658,-35.7353,29.69,65,75,8.23,BR,1697128730
483,menongue,-14.6585,17.691,24.63,40,93,2.69,AO,1697128730
484,kharkhorin,47.1975,102.8238,6.73,46,1,2.0,MN,1697128730
485,pervomaysk,48.0443,30.8507,14.74,58,66,6.06,UA,1697128730
486,bandarbeyla,9.4942,50.8122,26.53,85,1,4.19,SO,1697128731
487,pohang,36.0322,129.365,15.92,73,100,1.56,KR,1697128731
488,mont-roig del camp,41.75,1.1833,27.87,29,0,2.1,ES,1697128731
489,karachi,24.9056,67.0822,27.9,74,20,3.09,PK,1697128542
490,nkhotakota,-12.9274,34.2961,25.82,55,20,1.42,MW,1697128732
491,la rinconada,37.4873,-5.9826,33.4,31,0,1.03,ES,1697128732
492,morshyn,49.1565,23.8723,17.15,53,66,6.01,UA,1697128732
493,tofol,5.3248,163.0078,28.49,75,74,4.36,FM,1697128733
494,suva,-18.1416,178.4415,20.71,94,75,1.03,FJ,1697128733
495,atar,20.5169,-13.0499,38.84,9,61,5.3,MR,1697128733
496,darovskoy,58.77,47.9564,4.96,93,100,5.27,RU,1697128733
497,sergeyevka,53.88,67.4158,3.75,70,19,3.34,KZ,1697128639
498,newman,37.3138,-121.0208,16.7,35,36,3.09,US,1697128734
499,rebola,3.7167,8.8333,25.62,83,75,3.6,GQ,1697128491
500,afaahiti,-17.75,-149.2833,22.93,76,32,7.09,PF,1697128734
501,kayangel,8.0823,134.7173,28.25,79,100,8.48,PW,1697128735
502,lima,-12.0432,-77.0282,18.14,77,75,3.6,PE,1697128735
503,ocos,14.5094,-92.1933,30.1,75,74,1.19,GT,1697128735
504,isyangulovo,52.1909,52.1909,5.93,46,66,9.71,RU,1697128735
505,paita,-5.0892,-81.1144,24.01,68,78,5.42,PE,1697128736
506,kargasok,59.0556,80.8572,4.98,79,93,6.26,RU,1697128736
507,neyriz,29.1988,54.3278,23.04,17,1,1.14,IR,1697128736
508,rio grande,-32.035,-52.0986,16.06,57,81,6.83,BR,1697128736
509,tanout,14.9709,8.8879,34.2,16,45,6.44,NE,1697128737
510,palmer,42.1584,-72.3287,20.69,52,20,2.57,US,1697128737
511,jerseyville,39.12,-90.3285,23.77,42,0,7.21,US,1697128737
512,djambala,-2.5447,14.7533,23.32,80,93,0.77,CG,1697128738
513,lamu,-2.2717,40.902,26.12,87,100,4.97,KE,1697128738
514,fukuecho,32.6881,128.8419,21.32,61,69,8.15,JP,1697128738
515,quellon,-43.1167,-73.6167,8.87,66,87,4.55,CL,1697128738
516,ylitornio,66.3089,23.6773,1.66,87,100,7.67,FI,1697128739
517,chabahar,25.2919,60.643,28.73,73,0,2.28,IR,1697128739
518,chui,-33.6971,-53.4616,12.62,47,16,5.41,UY,1697128739
519,cannonvale,-20.2833,148.7,21.66,74,21,4.01,AU,1697128739
520,kili,5.6439,169.1211,28.53,74,78,2.94,MH,1697128740
521,mohr,54.3528,9.7167,12.08,79,20,2.06,DE,1697128740
522,yung shue wan,22.2333,114.1167,26.68,68,69,5.3,HK,1697128740
523,leava,-14.3,-178.1667,26.4,85,100,10.81,WF,1697128740
524,zhaozhou,45.6833,125.3167,12.05,49,0,2.98,CN,1697128741
525,poronaysk,49.2167,143.1167,9.6,67,4,3.9,RU,1697128741
526,serenje,-13.2325,30.2352,27.15,26,88,3.69,ZM,1697128741
527,vavuniya,8.7514,80.4971,23.66,97,100,1.99,LK,1697128741
528,tutoia,-2.7619,-42.2744,29.7,61,48,6.36,BR,1697128742
529,kvissleby,62.2936,17.375,6.91,67,17,6.38,SE,1697128742
530,galliano,29.4422,-90.2992,20.0,77,100,1.54,US,1697128743
531,nuku'alofa,-21.1333,-175.2,18.19,94,20,1.54,TO,1697128743
532,boende,-0.2167,20.8667,26.91,64,37,1.01,CD,1697128743
533,ndjole,-0.1783,10.7649,26.07,92,90,1.24,GA,1697128743
534,saint-louis,16.3333,-15.0,35.8,25,42,1.87,SN,1697128744
535,betare oya,5.6,14.0833,21.97,91,43,1.86,CM,1697128744
536,darwin,-12.4611,130.8418,25.5,83,17,0.0,AU,1697128509
537,samut sakhon,13.5833,100.3,28.99,87,99,1.92,TH,1697128743
538,johnston,35.5335,-78.3997,20.29,91,75,0.0,US,1697128745
539,dolinsk,47.35,142.8,7.07,85,67,4.18,RU,1697128745
540,betio village,1.358,172.9211,27.02,72,50,3.16,KI,1697128745
541,rongelap,11.1635,166.8941,28.25,74,33,4.99,MH,1697128746
542,lowicz,52.1071,19.9453,13.33,86,100,4.76,PL,1697128746
543,nahrin,36.0649,69.1334,18.08,32,78,1.3,AF,1697128746
544,obo,5.3998,26.4869,25.43,70,70,1.44,CF,1697128746
545,boa vista,2.8197,-60.6733,35.99,36,40,5.14,BR,1697128747
546,port douglas,-16.4833,145.4667,22.02,77,58,4.43,AU,1697128747
547,rawson,-43.3002,-65.1023,11.3,52,32,7.48,AR,1697128747
548,jakiri,6.1,10.65,17.29,91,52,0.81,CM,1697128748
549,semera,11.501,41.201,32.29,31,40,6.51,ET,1697128748
550,tarrafal de sao nicolau,16.5667,-24.3667,26.67,79,76,3.74,CV,1697128748
551,rio preto da eva,-2.6994,-59.6997,42.18,17,16,2.13,BR,1697128748
552,brownwood,31.7093,-98.9912,27.0,59,0,6.69,US,1697128749
553,bridgewater,44.3835,-64.5155,19.26,59,20,4.12,CA,1697128749
554,natal,-5.795,-35.2094,30.36,66,40,7.72,BR,1697128640
555,zuwarah,32.9312,12.082,25.03,57,0,4.05,LY,1697128749
556,kidal,18.4411,1.4078,36.83,9,61,3.51,ML,1697128750
557,inderbor,48.55,51.7833,8.55,42,5,3.87,KZ,1697128750
558,carauari,-4.8828,-66.8958,39.62,29,56,0.1,BR,1697128576
559,tefe,-3.3542,-64.7114,33.06,62,40,3.09,BR,1697128750
560,juliaca,-15.5,-70.1333,17.99,27,0,2.57,PE,1697128751
561,val-d'or,48.1002,-77.7828,7.05,93,100,2.57,CA,1697128568
562,mirandela,41.4874,-7.187,31.28,22,19,3.76,PT,1697128751
563,chernyshevskiy,63.0128,112.4714,0.39,99,100,2.72,RU,1697128752
564,laela,-8.5667,32.05,24.75,29,97,0.9,TZ,1697128752
565,puerto penasco,31.3167,-113.5333,26.0,60,0,3.73,MX,1697128572
566,ingeniero jacobacci,-41.3427,-69.5448,13.61,30,1,2.14,AR,1697128752
567,chernyanka,50.9409,37.8069,12.69,42,100,9.79,RU,1697128753
568,zhongshan,21.3226,110.5829,25.3,83,100,4.62,CN,1697128753
569,vilyuysk,63.7553,121.6247,3.43,87,100,1.79,RU,1697128753
570,akureyri,65.6835,-18.0878,1.96,87,100,4.63,IS,1697128753
571,talara,-4.5772,-81.2719,28.42,54,0,7.94,PE,1697128754
572,callaway,30.153,-85.5699,21.96,90,75,1.79,US,1697128754
573,yangon,16.8053,96.1561,26.98,94,40,1.54,MM,1697128754
574,polyarnyy,69.1989,33.4478,2.55,96,100,12.1,RU,1697128755
575,bam,29.106,58.357,29.22,15,5,2.9,IR,1697128755
